"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 05, 2010","4.400","4.280","4.420","4.260","18.25M","2.80%"
"Oct 04, 2010","4.280","4.260","4.320","4.260","11.93M","0.47%"
"Oct 01, 2010","4.260","4.320","4.360","4.260","9.31M","-2.29%"
"Sep 30, 2010","4.360","4.320","4.380","4.300","12.26M","0.46%"
"Sep 29, 2010","4.340","4.320","4.340","4.260","16.23M","0.46%"
"Sep 28, 2010","4.320","4.200","4.340","4.180","22.81M","2.37%"
"Sep 27, 2010","4.220","4.220","4.240","4.180","8.81M","0.96%"
"Sep 24, 2010","4.180","4.180","4.220","4.140","10.23M","-0.48%"
"Sep 23, 2010","4.200","4.320","4.360","4.120","20.86M","-2.33%"
"Sep 22, 2010","4.300","4.260","4.340","4.220","19.21M","0.47%"
"Sep 21, 2010","4.280","4.300","4.320","4.240","14.63M","0.00%"
"Sep 20, 2010","4.280","4.280","4.300","4.240","7.45M","0.00%"
"Sep 17, 2010","4.280","4.360","4.400","4.260","19.51M","-1.38%"
"Sep 16, 2010","4.340","4.380","4.400","4.320","7.48M","-1.36%"
"Sep 15, 2010","4.400","4.280","4.400","4.260","19.71M","2.33%"
"Sep 14, 2010","4.300","4.220","4.320","4.220","11.61M","1.42%"
"Sep 13, 2010","4.240","4.220","4.260","4.160","18.44M","2.42%"
"Sep 08, 2010","4.140","4.180","4.200","4.120","5.06M","-1.90%"
"Sep 07, 2010","4.220","4.240","4.280","4.180","7.17M","-1.40%"
"Sep 06, 2010","4.280","4.240","4.280","4.160","8.17M","0.94%"
"Sep 03, 2010","4.240","4.240","4.280","4.180","12.21M","0.00%"
"Sep 02, 2010","4.240","4.220","4.320","4.220","33.91M","0.95%"
"Sep 01, 2010","4.200","4.140","4.200","4.100","15.45M","2.44%"
"Aug 31, 2010","4.100","4.010","4.140","4.010","22.08M","0.99%"
"Aug 27, 2010","4.060","4.040","4.080","4.040","8.35M","0.74%"
"Aug 26, 2010","4.030","4.030","4.060","4.010","8.03M","1.00%"
"Aug 25, 2010","3.990","3.950","4.040","3.950","16.85M","1.01%"
"Aug 24, 2010","3.950","3.970","3.990","3.890","14.48M","-1.00%"
"Aug 23, 2010","3.990","3.930","4.010","3.910","10.42M","2.05%"
"Aug 20, 2010","3.910","3.910","3.950","3.890","16.77M","0.00%"
"Aug 19, 2010","3.910","3.870","3.950","3.850","18.57M","1.03%"
"Aug 18, 2010","3.870","3.830","3.870","3.790","22.07M","0.52%"
"Aug 17, 2010","3.850","3.790","3.870","3.770","17.05M","2.12%"
"Aug 16, 2010","3.770","3.810","3.830","3.710","16.35M","-1.05%"
"Aug 13, 2010","3.810","3.730","3.810","3.690","16.25M","2.70%"
"Aug 12, 2010","3.710","3.790","3.810","3.670","17.68M","-2.11%"
"Aug 11, 2010","3.790","3.770","3.810","3.730","14.76M","-0.52%"
"Aug 10, 2010","3.810","3.890","3.890","3.790","11.13M","-2.56%"
"Aug 09, 2010","3.910","3.930","3.970","3.890","12.85M","0.00%"
"Aug 06, 2010","3.910","3.930","3.950","3.850","10.38M","0.00%"
"Aug 05, 2010","3.910","3.970","3.970","3.850","10.26M","-2.01%"
"Aug 04, 2010","3.990","3.970","4.030","3.930","11.79M","0.00%"
"Aug 03, 2010","3.990","4.080","4.080","3.990","8.09M","-2.21%"
"Aug 02, 2010","4.080","4.080","4.100","4.040","7.75M","0.99%"
"Jul 30, 2010","4.040","4.100","4.100","4.010","12.42M","-1.94%"
"Jul 29, 2010","4.120","4.040","4.140","4.040","29.38M","1.98%"
"Jul 28, 2010","4.040","4.030","4.080","4.010","24.48M","0.75%"
"Jul 27, 2010","4.010","3.910","4.030","3.910","24.04M","2.56%"
"Jul 26, 2010","3.910","3.890","3.910","3.850","8.52M","1.56%"
"Jul 23, 2010","3.850","3.930","3.930","3.830","18.27M","-1.03%"
"Jul 22, 2010","3.890","3.850","3.950","3.830","20.69M","1.04%"
"Jul 21, 2010","3.850","3.790","3.870","3.770","24.00M","2.12%"
"Jul 20, 2010","3.770","3.850","3.870","3.710","15.22M","-1.05%"
"Jul 19, 2010","3.810","3.830","3.870","3.810","20.94M","-1.04%"
